name,studio,theme,tags,source,rating,year,demographic,status,eps,eps_avg_duration_in_min,rated_by
Majutsushi Orphen: Revenge,J.C.Staff,Shounen,"Adventure, Comedy, Fantasy",Light novel,6.78,1999,Shounen,Finished,23.0,24.0,17000
Avenger,Bee Train,Shounen,"Adventure, Fantasy, Sci-Fi",Original,5.87,2003,Shounen,Finished,13.0,24.0,17000
Dr. Slump,Toei Animation,Gag Humor,"Comedy, Sci-Fi, Slice, of, Life",Manga,6.98,1997,Shounen,Finished,74.0,25.0,17000
Senkaiden Houshin Engi,Studio Deen,Historical,"Adventure, Fantasy, Supernatural",Manga,7.09,1999,Shounen,Finished,26.0,24.0,16000
Teekyuu 6,Millepensee,Shounen,Comedy,Manga,6.55,2015,Shounen,Finished,12.0,2.0,16000
Rockman.EXE Axess,Xebec,"Mecha, Strategy Game","Action, Adventure, Comedy, Sci-Fi",Game,7.13,2003,Shounen,Finished,51.0,24.0,16000
Nanatsu no Taizai: Mokushiroku no Yonkishi,Unknown,Shounen,"Action, Adventure, Fantasy",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,16000
Mazinger Z,Toei Animation,Mecha,"Action, Drama, Sci-Fi",Manga,7.26,1972,Shounen,Finished,92.0,25.0,16000
Lost Universe,E&G Films,Space,"Adventure, Comedy, Drama, Sci-Fi",Light novel,7.01,1998,Shounen,Finished,26.0,22.0,16000
E's Otherwise,Pierrot,Military,"Adventure, Comedy, Drama, Sci-Fi, Supernatural",Manga,6.61,2003,Shounen,Finished,26.0,23.0,16000
Kinnikuman II Sei,Toei Animation,"Combat Sports, Martial Arts","Action, Comedy, Sci-Fi, Sports",Manga,6.9,2002,Shounen,Finished,51.0,24.0,16000
Gunparade March: Arata Naru Kougunka,J.C.Staff,"Mecha, Military","Drama, Romance, Sci-Fi, Slice, of, Life",Game,6.75,2003,Shounen,Finished,12.0,23.0,16000
Yu☆Gi☆Oh!: Sevens,Bridge,Strategy Game,"Action, Fantasy",Card game,6.15,2020,Shounen,Finished,92.0,24.0,16000
Teekyuu 7,Millepensee,Shounen,Comedy,Manga,6.62,2016,Shounen,Finished,12.0,2.0,15000
Uchuu no Kishi Tekkaman Blade,Tatsunoko Production,"Mecha, Military, Space","Action, Adventure, Drama, Romance, Sci-Fi",Original,7.45,1992,Shounen,Finished,49.0,25.0,15000
Maiko-san Chi no Makanai-san,J.C.Staff,"Educational, Iyashikei, Workplace","Comedy, Gourmet, Slice, of, Life",Manga,7.01,2021,Shounen,Finished,12.0,25.0,15000
Mushrambo,Toei Animation,Shounen,"Adventure, Drama, Fantasy, Sci-Fi",Original,6.94,2000,Shounen,Finished,32.0,23.0,15000
Cardfight!! Vanguard: Legion Mate-hen,TMS Entertainment,"Mythology, Strategy Game","Action, Adventure",Original,6.73,2014,Shounen,Finished,33.0,24.0,15000
Cardfight!! Vanguard G,TMS Entertainment,Strategy Game,Action,Card game,6.49,2014,Shounen,Finished,48.0,24.0,15000
Shin Mazinger Shougeki! Z-hen,Bee Media,"Mecha, Super Power","Action, Drama",Manga,7.67,2009,Shounen,Finished,26.0,23.0,15000
Bouken Ou Beet,Toei Animation,Shounen,"Adventure, Fantasy, Supernatural",Manga,6.95,2004,Shounen,Finished,52.0,23.0,14000
Ginga Densetsu Weed,Studio Deen,Anthropomorphic,"Adventure, Drama",Manga,7.23,2005,Shounen,Finished,26.0,24.0,14000
Buzzer Beater,TMS Entertainment,Team Sports,Sports,Web manga,6.52,2005,Shounen,Finished,13.0,25.0,14000
Ginga Sengoku Gunyuuden Rai,E&G Films,Space,"Adventure, Romance, Sci-Fi",Manga,7.89,1994,Shounen,Finished,52.0,25.0,14000
Mach GoGoGo,Tatsunoko Production,Racing,Adventure,Manga,6.67,1967,Shounen,Finished,52.0,25.0,14000
Teekyuu 8,Millepensee,Shounen,Comedy,Manga,6.61,2016,Shounen,Finished,12.0,2.0,14000
Takamiya Nasuno Desu!: Teekyuu Spin-off,Millepensee,Shounen,"Comedy, Slice, of, Life",Manga,6.41,2015,Shounen,Finished,12.0,2.0,14000
Dr. Slump: Arale-chan,Toei Animation,Gag Humor,"Comedy, Sci-Fi, Slice, of, Life",Manga,7.16,1981,Shounen,Finished,243.0,25.0,14000
Aoki Densetsu Shoot!,Toei Animation,"School, Team Sports","Action, Comedy, Drama, Romance, Sports",Manga,7.41,1993,Shounen,Finished,58.0,25.0,14000
Whistle!,Studio Comet,"School, Team Sports",Sports,Manga,7.39,2002,Shounen,Finished,39.0,24.0,14000
Kaze no Youjinbou,Pierrot,Shounen,"Action, Drama, Mystery",Original,7.15,2001,Shounen,Finished,25.0,23.0,13000
Tonkatsu DJ Agetarou,Studio Deen,Music,Comedy,Manga,7.14,2016,Shounen,Finished,12.0,9.0,13000
Shadow Skill: Eigi,Studio Deen,"Martial Arts, Super Power","Adventure, Drama, Fantasy",Manga,7.09,1998,Shounen,Finished,26.0,25.0,13000
Area 88 (TV),Group TAC,Military,"Action, Drama, Romance",Manga,7.01,2004,Shounen,Finished,12.0,25.0,13000
Gad Guard,Gonzo,Mecha,"Adventure, Sci-Fi",Original,6.66,2003,Shounen,Finished,26.0,25.0,13000
Element Hunters,Heewon Entertainment,Shounen,Sci-Fi,Original,6.6,2009,Shounen,Finished,39.0,24.0,13000
Yatogame-chan Kansatsu Nikki Sansatsume,Creators in Pack,School,"Comedy, Slice, of, Life",4-koma manga,6.37,2021,Shounen,Finished,12.0,3.0,13000
Kishin Douji Zenki,Studio Deen,Shounen,"Action, Comedy, Drama, Fantasy, Horror, Ecchi",Manga,6.96,1995,Shounen,Finished,51.0,24.0,13000
Aquarian Age: Sign for Evolution,Madhouse,"Music, Super Power","Action, Adventure, Fantasy, Romance, Sci-Fi, Supernatural",Card game,6.07,2002,Shounen,Finished,13.0,24.0,13000
Z/X: Code Reunion,Passione,School,"Fantasy, Sci-Fi",Card game,5.77,2019,Shounen,Finished,12.0,24.0,13000
Choujuushin Gravion,Gonzo,Mecha,"Action, Comedy, Sci-Fi",Original,6.38,2002,Shounen,Finished,13.0,23.0,13000
Ryuusei no Rockman,Xebec,Strategy Game,"Action, Sci-Fi",Game,7.08,2006,Shounen,Finished,55.0,10.0,12000
Tetsuwan Atom (1980),Tezuka Productions,Mecha,"Action, Adventure, Sci-Fi",Manga,7.13,1980,Shounen,Finished,52.0,24.0,12000
Kyattou Ninden Teyandee,Tatsunoko Production,"Anthropomorphic, Mecha, Super Power","Action, Comedy, Sci-Fi",Original,7.03,1990,Shounen,Finished,54.0,24.0,12000
Sakigake!! Otokojuku,Toei Animation,"Delinquents, Martial Arts, School","Action, Comedy",Manga,7.39,1988,Shounen,Finished,34.0,24.0,12000
Star Ocean EX,Studio Deen,Shounen,"Adventure, Fantasy, Sci-Fi",Game,6.59,2001,Shounen,Finished,26.0,22.0,12000
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,Magic Bus,"Gag Humor, Martial Arts, School",Comedy,Manga,7.66,1998,Shounen,Finished,48.0,8.0,12000
Overman King Gainer,Sunrise,Mecha,"Action, Adventure, Sci-Fi",Original,6.93,2002,Shounen,Finished,26.0,25.0,12000
Usakame,Millepensee,Shounen,"Comedy, Slice, of, Life, Sports",Manga,5.77,2016,Shounen,Finished,12.0,3.0,12000
Hyakujuu-Ou GoLion,Toei Animation,Mecha,"Adventure, Sci-Fi",Original,6.82,1981,Shounen,Finished,52.0,23.0,12000
Double-J,DLE,School,Comedy,Manga,5.48,2011,Shounen,Finished,11.0,4.0,12000
Koutetsu Tenshi Kurumi 2,OLM,Mecha,"Comedy, Girls, Love, Romance, Sci-Fi",Original,6.27,2001,Shounen,Finished,12.0,15.0,11000
Tetsuwan Atom,Mushi Production,Mecha,"Action, Adventure, Drama, Sci-Fi",Manga,7.08,1963,Shounen,Finished,193.0,26.0,11000
Stratos 4,Studio Fantasia,Military,"Comedy, Sci-Fi",Original,6.67,2003,Shounen,Finished,13.0,23.0,11000
B'T X,TMS Entertainment,Mecha,"Adventure, Sci-Fi",Manga,7.03,1996,Shounen,Finished,25.0,22.0,11000
Karakurizoushi Ayatsuri Sakon,TMS Entertainment,Shounen,"Horror, Mystery, Suspense",Manga,7.37,1999,Shounen,Finished,26.0,25.0,11000
Cardfight!! Vanguard (2018),OLM,Strategy Game,Action,Original,6.72,2018,Shounen,Finished,52.0,23.0,11000
Kaiketsu Zorro,Ashi Productions,Historical,Adventure,Other,7.23,1996,Shounen,Finished,52.0,24.0,11000
Viewtiful Joe,Group TAC,Shounen,"Action, Comedy, Sci-Fi",Game,6.74,2004,Shounen,Finished,51.0,20.0,11000
Shin Chuuka Ichiban!,Nihon Ad Systems,Shounen,"Comedy, Gourmet",Manga,6.43,2019,Shounen,Finished,12.0,24.0,11000
Zoids Fuzors,Tokyo Kids,Mecha,"Adventure, Sci-Fi",Other,6.38,2004,Shounen,Finished,26.0,25.0,11000
Kinnikuman,Toei Animation,Combat Sports,"Adventure, Comedy, Sports",Manga,7.26,1983,Shounen,Finished,137.0,24.0,11000
Burn Up Excess,Magic Bus,Detective,"Action, Adventure, Comedy, Sci-Fi, Ecchi",Original,6.55,1997,Shounen,Finished,13.0,25.0,11000
Shoot! Goal to the Future,EMT Squared,Team Sports,Sports,Original,4.85,2022,Shounen,Airing,13.0,23.0,11000
UFO Robo Grendizer,Toei Animation,Mecha,Sci-Fi,Manga,7.54,1975,Shounen,Finished,74.0,25.0,11000
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,Madhouse,"Martial Arts, Samurai","Adventure, Comedy, Drama",Original,6.85,2004,Shounen,Finished,13.0,25.0,10000
IGPX: Immortal Grand Prix (2005) 2nd Season,Production I.G,"Mecha, Racing",Sci-Fi,Original,7.27,2006,Shounen,Finished,13.0,24.0,10000
Kindaichi Shounen no Jikenbo Returns 2nd Season,Toei Animation,Shounen,Mystery,Manga,7.65,2015,Shounen,Finished,22.0,24.0,10000
Eat-Man,Studio Deen,Super Power,"Action, Adventure, Sci-Fi",Manga,6.39,1997,Shounen,Finished,12.0,24.0,10000
Tenkuu Senki Shurato,Tatsunoko Production,Shounen,"Action, Fantasy",Original,7.19,1989,Shounen,Finished,38.0,24.0,10000
Mahoujin Guruguru,Nippon Animation,Shounen,"Adventure, Comedy, Fantasy",Manga,7.64,1994,Shounen,Finished,45.0,23.0,10000
Virtua Fighter,Tokyo Movie Shinsha,Martial Arts,"Action, Adventure, Comedy",Game,7.11,1995,Shounen,Finished,35.0,25.0,10000
One Punch Man,Madhouse,"Parody, Super Power","Action, Comedy",Web manga,8.51,2015,Seinen,Finished,12.0,24.0,2900000
Tokyo Ghoul,Pierrot,"Gore, Psychological","Action, Fantasy, Horror",Manga,7.79,2014,Seinen,Finished,12.0,24.0,2500000
Boku dake ga Inai Machi,A-1 Pictures,"Psychological, Time Travel",Mystery,Manga,8.31,2016,Seinen,Finished,12.0,23.0,1900000
Kiseijuu: Sei no Kakuritsu,Madhouse,"Gore, Psychological","Action, Horror, Sci-Fi",Manga,8.35,2014,Seinen,Finished,24.0,23.0,1700000
Tokyo Ghoul √A,Pierrot,"Gore, Psychological","Action, Fantasy, Horror",Manga,7.03,2015,Seinen,Finished,12.0,24.0,1600000
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,A-1 Pictures,"Psychological, Romantic Subtext, School",Comedy,Manga,8.41,2019,Seinen,Finished,12.0,25.0,1500000
One Punch Man 2nd Season,J.C.Staff,"Parody, Super Power","Action, Comedy",Web manga,7.47,2019,Seinen,Finished,12.0,23.0,1500000
Elfen Lied,Arms,"Gore, Psychological","Action, Drama, Horror, Romance, Supernatural",Manga,7.5,2004,Seinen,Finished,13.0,25.0,1400000
Bungou Stray Dogs,Bones,Super Power,"Action, Comedy, Mystery, Supernatural",Manga,7.82,2016,Seinen,Finished,12.0,23.0,1200000
Vinland Saga,Wit Studio,Historical,"Action, Adventure, Drama",Manga,8.73,2019,Seinen,Finished,24.0,24.0,1200000
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,A-1 Pictures,"Psychological, Romantic Subtext, School",Comedy,Manga,8.65,2020,Seinen,Finished,12.0,24.0,1100000
Tokyo Ghoul:re,Pierrot,"Gore, Psychological","Action, Fantasy, Horror",Manga,6.38,2018,Seinen,Finished,12.0,24.0,1000000
Prison School,J.C.Staff,"Gag Humor, School","Comedy, Romance, Ecchi",Manga,7.62,2015,Seinen,Finished,12.0,24.0,910000
Black Lagoon,Madhouse,"Adult Cast, Organized Crime",Action,Manga,8.03,2006,Seinen,Finished,12.0,24.0,898000
Monster,Madhouse,"Adult Cast, Psychological","Drama, Mystery, Suspense",Manga,8.84,2004,Seinen,Finished,74.0,24.0,890000
Black Bullet,Kinema Citrus,Seinen,"Action, Mystery, Sci-Fi",Light novel,7.11,2014,Seinen,Finished,13.0,24.0,857000
Btooom!,Madhouse,"High Stakes Game, Psychological, Survival","Action, Sci-Fi",Manga,7.31,2012,Seinen,Finished,12.0,24.0,801000
Tokyo Ghoul:re 2nd Season,Pierrot,"Gore, Psychological","Action, Fantasy, Horror",Manga,6.41,2018,Seinen,Finished,12.0,24.0,758000
Mushishi,Artland,"Adult Cast, Historical, Iyashikei","Adventure, Fantasy, Mystery, Slice, of, Life, Supernatural",Manga,8.67,2005,Seinen,Finished,26.0,25.0,755000
Sono Bisque Doll wa Koi wo Suru,CloverWorks,"Otaku Culture, School","Romance, Slice, of, Life",Manga,8.32,2022,Seinen,Finished,12.0,23.0,753000
Bungou Stray Dogs 2nd Season,Bones,Super Power,"Action, Mystery, Supernatural",Manga,8.2,2016,Seinen,Finished,12.0,23.0,728000
Sakamoto Desu ga?,Studio Deen,"Gag Humor, School",Comedy,Manga,7.56,2016,Seinen,Finished,12.0,24.0,700000
Monster Musume no Iru Nichijou,Lerche,"Anthropomorphic, Harem","Comedy, Fantasy, Romance, Ecchi",Manga,6.99,2015,Seinen,Finished,12.0,23.0,685000
Grand Blue,Zero-G,Seinen,Comedy,Manga,8.43,2018,Seinen,Finished,12.0,24.0,665000
Hellsing,Gonzo,"Adult Cast, Gore, Vampire","Action, Horror, Supernatural",Manga,7.49,2001,Seinen,Finished,13.0,23.0,660000
Blood Lad,Brain's Base,"Delinquents, Mythology, Vampire","Action, Comedy, Supernatural",Manga,7.27,2013,Seinen,Finished,10.0,24.0,642000
Kaguya-sama wa Kokurasetai: Ultra Romantic,A-1 Pictures,"Psychological, Romantic Subtext, School","Comedy, Suspense",Manga,9.12,2022,Seinen,Finished,13.0,23.0,641000
Himouto! Umaru-chan,Doga Kobo,"Otaku Culture, School",Comedy,Manga,7.12,2015,Seinen,Finished,12.0,24.0,636000
3-gatsu no Lion,Shaft,"Childcare, Iyashikei, Strategy Game","Drama, Slice, of, Life",Manga,8.39,2016,Seinen,Finished,22.0,25.0,619000
Kuzu no Honkai,Lerche,School,"Drama, Romance",Manga,7.17,2017,Seinen,Finished,12.0,22.0,619000
Inuyashiki,MAPPA,"Gore, Psychological","Action, Drama, Sci-Fi",Manga,7.65,2017,Seinen,Finished,11.0,22.0,576000
Kenpuu Denki Berserk,OLM,"Gore, Military, Mythology","Action, Adventure, Drama, Fantasy, Horror, Supernatural",Manga,8.54,1997,Seinen,Finished,25.0,25.0,556000
Ajin,Polygon Pictures,Gore,"Action, Horror, Mystery, Supernatural",Manga,7.41,2016,Seinen,Finished,13.0,24.0,545000
Kiss x Sis (TV),feel.,"Harem, School","Comedy, Romance, Ecchi",Manga,6.63,2010,Seinen,Finished,12.0,24.0,538000
Gangsta.,Manglobe,"Adult Cast, Organized Crime","Action, Drama",Manga,7.4,2015,Seinen,Finished,12.0,23.0,529000
Bungou Stray Dogs 3rd Season,Bones,Super Power,"Action, Mystery, Supernatural",Manga,8.22,2019,Seinen,Finished,12.0,23.0,515000
Drifters,Hoods Drifters Studio,"Adult Cast, Historical, Isekai, Samurai","Action, Adventure, Comedy, Fantasy",Manga,7.9,2016,Seinen,Finished,12.0,23.0,511000
Black Lagoon: The Second Barrage,Madhouse,"Adult Cast, Organized Crime",Action,Manga,8.18,2006,Seinen,Finished,12.0,24.0,469000
Hinamatsuri (TV),feel.,"Childcare, Organized Crime","Comedy, Supernatural",Manga,8.15,2018,Seinen,Finished,12.0,23.0,459000
Dorohedoro,MAPPA,Gore,"Action, Comedy, Fantasy, Horror",Manga,8.07,2020,Seinen,Finished,12.0,23.0,458000
Chobits,Madhouse,Seinen,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Manga,7.41,2002,Seinen,Finished,26.0,24.0,454000
Gleipnir,Pine Jam,Seinen,"Action, Mystery, Supernatural, Ecchi",Manga,7.0,2020,Seinen,Finished,13.0,23.0,422000
Asobi Asobase,Lerche,"Gag Humor, School",Comedy,Manga,8.19,2018,Seinen,Finished,12.0,23.0,414000
Working!!,A-1 Pictures,"Romantic Subtext, Workplace",Comedy,4-koma manga,7.66,2010,Seinen,Finished,13.0,24.0,410000
Houseki no Kuni,Orange,Anthropomorphic,"Action, Drama, Fantasy, Mystery",Manga,8.4,2017,Seinen,Finished,12.0,24.0,403000
Non Non Biyori,SILVER LINK.,"CGDCT, Iyashikei, School","Slice, of, Life",Manga,7.94,2013,Seinen,Finished,12.0,24.0,393000
Demi-chan wa Kataritai,A-1 Pictures,"School, Vampire","Comedy, Fantasy",Manga,7.56,2017,Seinen,Finished,12.0,23.0,386000
Koukaku Kidoutai: Stand Alone Complex,Production I.G,"Adult Cast, Detective, Mecha, Military","Action, Sci-Fi",Manga,8.43,2002,Seinen,Finished,26.0,25.0,371000
B-gata H-kei,Hal Film Maker,School,"Comedy, Romance, Ecchi",4-koma manga,6.87,2010,Seinen,Finished,12.0,24.0,367000
D-Frag!,Brain's Base,"School, Strategy Game",Comedy,Manga,7.52,2014,Seinen,Finished,12.0,24.0,366000
Blue Period,Seven Arcs,"School, Visual Arts","Drama, Slice, of, Life",Manga,7.84,2021,Seinen,Finished,12.0,23.0,366000
Rainbow: Nisha Rokubou no Shichinin,Madhouse,"Delinquents, Historical","Drama, Suspense",Manga,8.49,2010,Seinen,Finished,26.0,22.0,365000
3-gatsu no Lion 2nd Season,Shaft,"Childcare, Iyashikei, Strategy Game","Drama, Slice, of, Life",Manga,8.95,2017,Seinen,Finished,22.0,25.0,361000
Bokura wa Minna Kawai-sou,Brain's Base,"Romantic Subtext, School","Slice, of, Life",Manga,7.68,2014,Seinen,Finished,12.0,24.0,360000
Ping Pong the Animation,Tatsunoko Production,Seinen,"Drama, Sports",Manga,8.62,2014,Seinen,Finished,11.0,23.0,351000
Arakawa Under the Bridge,Shaft,Seinen,"Comedy, Romance",Manga,7.57,2010,Seinen,Finished,13.0,24.0,333000
Danna ga Nani wo Itteiru ka Wakaranai Ken,Seven,"Adult Cast, Otaku Culture","Comedy, Romance",4-koma manga,7.3,2014,Seinen,Finished,13.0,3.0,326000
Jormungand,White Fox,Organized Crime,"Action, Adventure",Manga,7.81,2012,Seinen,Finished,12.0,24.0,325000
Berserk,GEMBA,"Gore, Mythology","Action, Adventure, Drama, Fantasy, Horror, Supernatural",Manga,6.3,2016,Seinen,Finished,12.0,24.0,324000
Gyakkyou Burai Kaiji: Ultimate Survivor,Madhouse,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Suspense,Manga,8.28,2007,Seinen,Finished,26.0,23.0,321000
Initial D First Stage,Gallop,Racing,"Action, Drama",Manga,8.31,1998,Seinen,Finished,26.0,25.0,320000
Golden Kamuy,Geno Studio,Historical,"Action, Adventure",Manga,7.87,2018,Seinen,Finished,12.0,23.0,319000
Gokukoku no Brynhildr,Arms,Seinen,"Drama, Mystery, Sci-Fi",Manga,6.87,2014,Seinen,Finished,13.0,23.0,317000
Phantom: Requiem for the Phantom,Bee Train,Organized Crime,"Action, Drama, Suspense",Visual novel,7.96,2009,Seinen,Finished,26.0,24.0,314000
Seikon no Qwaser,Hoods Entertainment,Super Power,"Action, Supernatural, Ecchi",Manga,6.36,2010,Seinen,Finished,24.0,24.0,306000
Freezing,A.C.G.T.,"Harem, Martial Arts","Action, Drama, Romance, Sci-Fi, Ecchi",Manga,6.82,2011,Seinen,Finished,12.0,24.0,305000
Nande Koko ni Sensei ga!?,Tear Studio,School,"Comedy, Ecchi",Manga,6.51,2019,Seinen,Finished,12.0,11.0,304000
Witch Craft Works,J.C.Staff,Seinen,"Action, Fantasy, Supernatural",Manga,7.01,2014,Seinen,Finished,12.0,23.0,303000
Eizouken ni wa Te wo Dasu na!,Science SARU,"Otaku Culture, School","Adventure, Comedy",Manga,8.14,2020,Seinen,Finished,12.0,25.0,300000
xxxHOLiC,Production I.G,Psychological,"Comedy, Drama, Mystery, Supernatural",Manga,7.99,2006,Seinen,Finished,24.0,24.0,295000
Amaama to Inazuma,TMS Entertainment,"Childcare, Iyashikei","Comedy, Gourmet, Slice, of, Life",Manga,7.53,2016,Seinen,Finished,12.0,24.0,289000
Mononoke,Toei Animation,"Adult Cast, Historical, Mythology, Psychological","Fantasy, Horror, Mystery, Supernatural",Original,8.43,2007,Seinen,Finished,12.0,22.0,287000
Dimension W,Orange,Seinen,"Action, Sci-Fi",Manga,7.19,2016,Seinen,Finished,12.0,24.0,283000
Nazo no Kanojo X,Hoods Entertainment,School,Romance,Manga,7.25,2012,Seinen,Finished,13.0,24.0,280000
Yesterday wo Utatte,Doga Kobo,Love Polygon,"Drama, Romance, Slice, of, Life",Manga,6.89,2020,Seinen,Finished,12.0,23.0,279000
Kono Bijutsubu ni wa Mondai ga Aru!,feel.,"School, Visual Arts","Comedy, Romance",Manga,7.2,2016,Seinen,Finished,12.0,24.0,275000
Mushishi Zoku Shou,Artland,"Adult Cast, Historical, Iyashikei","Adventure, Fantasy, Mystery, Slice, of, Life, Supernatural",Manga,8.7,2014,Seinen,Finished,10.0,24.0,275000
Ajin Part 2,Polygon Pictures,Gore,"Action, Horror, Mystery, Supernatural",Manga,7.6,2016,Seinen,Finished,13.0,24.0,274000
Koi wa Ameagari no You ni,Wit Studio,Workplace,"Drama, Romance, Slice, of, Life",Manga,7.5,2018,Seinen,Finished,12.0,22.0,268000
Shuffle!,asread.,"Harem, School","Comedy, Drama, Fantasy, Romance, Ecchi",Visual novel,7.04,2005,Seinen,Finished,24.0,24.0,266000
Taboo Tattoo,J.C.Staff,"Martial Arts, Super Power","Action, Mystery, Supernatural",Manga,5.75,2016,Seinen,Finished,12.0,24.0,264000
Mangaka-san to Assistant-san to The Animation,Zexcs,Harem,"Comedy, Slice, of, Life, Ecchi",Manga,7.11,2014,Seinen,Finished,12.0,13.0,260000
Working'!!,A-1 Pictures,"Romantic Subtext, Workplace",Comedy,4-koma manga,7.83,2011,Seinen,Finished,13.0,24.0,250000
Tejina-senpai,LIDENFILMS,"Performing Arts, Romantic Subtext, School","Comedy, Ecchi",Manga,6.42,2019,Seinen,Finished,12.0,12.0,247000
Sakura Trick,Studio Deen,School,"Comedy, Girls, Love, Romance, Slice, of, Life",4-koma manga,6.97,2014,Seinen,Finished,12.0,24.0,246000
Mushishi Zoku Shou 2nd Season,Artland,"Adult Cast, Historical, Iyashikei","Adventure, Fantasy, Mystery, Slice, of, Life, Supernatural",Manga,8.74,2014,Seinen,Finished,10.0,23.0,242000
Devils Line,Platinum Vision,Vampire,"Action, Drama, Romance, Supernatural",Manga,6.84,2018,Seinen,Finished,12.0,24.0,241000
Himouto! Umaru-chan R,Doga Kobo,"Otaku Culture, School",Comedy,Manga,7.33,2017,Seinen,Finished,12.0,23.0,235000
High Score Girl,J.C.Staff,"Love Polygon, Romantic Subtext, School, Video Game",Comedy,Manga,7.78,2018,Seinen,Finished,12.0,24.0,232000
Working!!!,A-1 Pictures,Workplace,"Comedy, Romance",4-koma manga,7.98,2015,Seinen,Finished,13.0,23.0,231000
Planetes,Sunrise,"Adult Cast, Space, Workplace","Drama, Romance, Sci-Fi",Manga,8.27,2003,Seinen,Finished,26.0,25.0,231000
One Outs,Madhouse,"Adult Cast, Psychological, Team Sports",Sports,Manga,8.34,2008,Seinen,Finished,25.0,23.0,219000
Sidonia no Kishi,Polygon Pictures,"Mecha, Space","Action, Sci-Fi",Manga,7.65,2014,Seinen,Finished,12.0,24.0,217000
Terra Formars,LIDENFILMS,"Gore, Space, Survival","Action, Drama, Horror, Sci-Fi",Manga,7.01,2014,Seinen,Finished,13.0,24.0,216000
Dance in the Vampire Bund,Shaft,Vampire,"Action, Drama, Romance, Supernatural",Manga,7.01,2010,Seinen,Finished,12.0,24.0,215000
Canaan,P.A. Works,Super Power,"Action, Sci-Fi, Supernatural",Visual novel,7.23,2009,Seinen,Finished,13.0,23.0,214000
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Production I.G,"Adult Cast, Detective, Mecha, Military","Action, Mystery, Sci-Fi",Manga,8.52,2004,Seinen,Finished,26.0,25.0,214000
Tonari no Seki-kun,Shin-Ei Animation,School,Comedy,Manga,7.55,2014,Seinen,Finished,21.0,7.0,212000
Aoi Bungaku Series,Madhouse,"Historical, Psychological","Drama, Suspense",Novel,7.7,2009,Seinen,Finished,12.0,23.0,206000
Servant x Service,A-1 Pictures,Workplace,"Comedy, Slice, of, Life",4-koma manga,7.64,2013,Seinen,Finished,13.0,23.0,205000
Hataraku Saibou Black,LIDENFILMS,"Anthropomorphic, Educational, Medical","Action, Drama",Manga,7.53,2021,Seinen,Finished,13.0,23.0,200000
Shadows House,CloverWorks,Seinen,"Slice, of, Life, Supernatural",Manga,7.77,2021,Seinen,Finished,13.0,23.0,194000
Rozen Maiden,Nomad,Seinen,"Action, Comedy, Drama",Manga,7.41,2004,Seinen,Finished,12.0,24.0,194000
Kingdom,Pierrot,"Historical, Military",Action,Manga,7.96,2012,Seinen,Finished,38.0,25.0,188000
Non Non Biyori Repeat,SILVER LINK.,"CGDCT, Iyashikei, School","Slice, of, Life",Manga,8.19,2015,Seinen,Finished,12.0,23.0,185000
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,Seven,"Adult Cast, Otaku Culture","Comedy, Romance",4-koma manga,7.33,2015,Seinen,Finished,13.0,3.0,185000
Initial D Second Stage,Pastel,Racing,"Action, Drama",Manga,8.15,1999,Seinen,Finished,13.0,23.0,184000
Uchuu Kyoudai,A-1 Pictures,"Adult Cast, Space, Workplace","Comedy, Sci-Fi, Slice, of, Life",Manga,8.5,2012,Seinen,Finished,99.0,24.0,179000
Bokura no,Gonzo,"Mecha, Psychological, Survival","Drama, Sci-Fi",Manga,7.63,2007,Seinen,Finished,24.0,23.0,178000
No Guns Life,Madhouse,Seinen,"Action, Drama, Sci-Fi",Manga,6.86,2019,Seinen,Finished,12.0,24.0,177000
Tsugumomo,Zero-G,School,"Action, Comedy, Supernatural, Ecchi",Manga,7.05,2017,Seinen,Finished,12.0,24.0,177000
Gyakkyou Burai Kaiji: Hakairoku-hen,Madhouse,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Suspense,Manga,8.25,2011,Seinen,Finished,26.0,24.0,176000
Jormungand: Perfect Order,White Fox,Organized Crime,"Action, Adventure",Manga,7.91,2012,Seinen,Finished,12.0,24.0,176000
Gungrave,Madhouse,"Adult Cast, Gore, Organized Crime, Super Power","Action, Drama, Sci-Fi",Game,7.84,2003,Seinen,Finished,26.0,25.0,176000
Kiniro Mosaic,Studio Gokumi,"CGDCT, School","Comedy, Slice, of, Life",4-koma manga,7.23,2013,Seinen,Finished,12.0,24.0,174000
Keppeki Danshi! Aoyama-kun,Studio Hibari,"Gag Humor, Team Sports","Comedy, Sports",Manga,6.97,2017,Seinen,Finished,12.0,23.0,172000
Kokkoku,Geno Studio,Psychological,"Drama, Mystery, Supernatural",Manga,7.0,2018,Seinen,Finished,12.0,23.0,172000
